timestamp,caller_phone,receiver_phone,duration,cell_tower_id,lat,lng,address
2026-03-02 15:15:00,+91981190646,+91983565624,289,TOWER_48,28.52789391229681,77.2674569323714,Unknown Location
2026-03-02 15:30:00,+919871100223,+919899900112,292,DEL_GK2_TOWER_03,28.5355,77.241,"M-Block Market, GK-II, Delhi"
2026-03-02 15:45:00,+91984493744,+91986868589,272,TOWER_27,28.550669717193248,77.20086047096706,Unknown Location
2026-03-02 16:00:00,+91983892140,+91982373356,39,TOWER_16,28.597476690575288,77.23852465539548,Unknown Location
2026-03-02 16:15:00,+91981334800,+91982773343,128,TOWER_24,28.558094076858307,77.29343602394849,Unknown Location
2026-03-02 16:30:00,+91982016851,+91985628690,52,TOWER_20,28.54876888273509,77.21490111290812,Unknown Location
2026-03-02 16:45:00,+919871100223,+919899900112,220,DEL_GK2_TOWER_03,28.5355,77.241,"M-Block Market, GK-II, Delhi"
2026-03-02 17:00:00,+91984435123,+91988445361,161,TOWER_90,28.567278614979234,77.2035926115892,Unknown Location
2026-03-02 17:15:00,+91984065814,+91983111332,30,TOWER_29,28.505623645448527,77.22713329499912,Unknown Location
2026-03-02 17:30:00,+91983710931,+91984408090,134,TOWER_35,28.59495001962756,77.29674900816039,Unknown Location
2026-03-02 17:45:00,+91989619295,+91988215486,69,TOWER_45,28.545947157914483,77.25897491040409,Unknown Location
2026-03-02 18:00:00,+919871100223,+919899900112,116,DEL_GK2_TOWER_03,28.5355,77.241,"M-Block Market, GK-II, Delhi"
2026-03-02 18:15:00,+91982724972,+91981055973,133,TOWER_76,28.57264351963142,77.24489448657651,Unknown Location
2026-03-02 18:30:00,+91984739607,+91987466753,209,TOWER_53,28.579406367884992,77.23293246122185,Unknown Location
2026-03-02 18:45:00,+91988852670,+91982318570,81,TOWER_50,28.573559030916186,77.21840987105392,Unknown Location
2026-03-02 19:00:00,+91984218972,+91983973115,215,TOWER_47,28.59334600815437,77.29437531485968,Unknown Location
2026-03-02 19:15:00,+919871100223,+919899900112,278,DEL_GK2_TOWER_03,28.5355,77.241,"M-Block Market, GK-II, Delhi"
2026-03-02 19:30:00,+91989603208,+91985026695,283,TOWER_42,28.52168514443759,77.22007825882251,Unknown Location
2026-03-02 19:45:00,+91988739522,+91989905371,135,TOWER_88,28.566237703541663,77.25648389799117,Unknown Location
2026-03-02 20:00:00,+91989906111,+91986007157,211,TOWER_23,28.527168350714465,77.22989582328924,Unknown Location
2026-03-02 20:15:00,+91988774978,+91981130509,173,TOWER_52,28.519281950705846,77.24602086496286,Unknown Location
