record_id,source_type,full_name,phone_number,imsi,imei,account_number,social_handle,ip_address,source_port,address,phone,national_id,email,device_id
REC-00019,TELECOM,,+919820334455,IMSI-LN-01,IMEI-8642013003,,,,,,+919820334455,,,IMEI-8642013003
REC-00020,TELECOM,,+919820334455,IMSI-LN-01,IMEI-8642013003,,,,,,+919820334455,,,IMEI-8642013003
REC-00021,TELECOM,,+919820334455,IMSI-LN-01,IMEI-8642013003,,,,,,+919820334455,,,IMEI-8642013003
REC-00022,TELECOM,,+919820334455,IMSI-LN-01,IMEI-8642013003,,,,,,+919820334455,,,IMEI-8642013003
REC-00023,TELECOM,,+919820334455,IMSI-LN-01,IMEI-8642013003,,,,,,+919820334455,,,IMEI-8642013003
REC-00024,TELECOM,,+919820334455,IMSI-LN-01,IMEI-8642013003,,,,,,+919820334455,,,IMEI-8642013003
REC-00025,TELECOM,,+919820334455,IMSI-LN-01,IMEI-8642013003,,,,,,+919820334455,,,IMEI-8642013003
REC-00026,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00027,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00028,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00029,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00030,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00031,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00032,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00033,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00034,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00035,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00036,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00037,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00038,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00039,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00040,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00041,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00042,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00043,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00044,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00045,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00046,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00047,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00048,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00049,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00050,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00051,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00052,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00053,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00054,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00055,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00056,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00057,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00058,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00059,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00060,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00061,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00062,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00063,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00064,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00065,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00066,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00067,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00068,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00069,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00070,TELECOM,,+919872110011,IMSI-AAP-01,IMEI-8642011001,,,,,,+919872110011,,,IMEI-8642011001
REC-00071,TELECOM,,+919988220022,IMSI-SW-01,IMEI-8642012002,,,,,,+919988220022,,,IMEI-8642012002
REC-00072,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00073,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00074,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00075,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00076,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00077,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00078,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00079,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00080,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00081,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00082,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00083,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,"Tilak Electronics, Chhatarpur",+919872110011,,,
REC-00084,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00085,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00086,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00087,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00088,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00089,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00090,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00091,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00092,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00093,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00094,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00095,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00096,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00097,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00098,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00099,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00100,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00101,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00102,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00103,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00104,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00105,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00106,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00107,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00108,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00109,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00110,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00111,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00112,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00113,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Chhatarpur Forest Disposal Zone,+919872110011,,,
REC-00114,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00115,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00116,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00117,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00118,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00119,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00120,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00121,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00122,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00123,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00124,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00125,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00126,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00127,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00128,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00129,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00130,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00131,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00132,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00133,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00134,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00135,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00136,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00137,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00138,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00139,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00140,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00141,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00142,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00143,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00144,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00145,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00146,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00147,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00148,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00149,GENERAL,Shraddha Walkar,+919988220022,,,,,,,Mehrauli Rented Flat,+919988220022,,,
REC-00150,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00151,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Saket District Centre / Select Citywalk,+919872110011,,,
REC-00152,GENERAL,Sneha Roy,+919811556677,,,,,,,Saket District Centre / Select Citywalk,+919811556677,,,
REC-00153,GENERAL,Sneha Roy,+919811556677,,,,,,,Mehrauli Rented Flat,+919811556677,,,
REC-00154,GENERAL,Aaftab Amin Poonawala,+919872110011,,,,,,,Mehrauli Rented Flat,+919872110011,,,
REC-00155,SOCIAL,Shraddha Walkar,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00156,SOCIAL,Shraddha Walkar,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00157,SOCIAL,Aaftab Amin Poonawala,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00158,SOCIAL,Shraddha Walkar,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00159,SOCIAL,Aaftab Amin Poonawala,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00160,SOCIAL,Laxman Nadar,+919820334455,,,,,182.74.19.12,,,+919820334455,,,
REC-00161,SOCIAL,Shraddha Walkar,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00162,SOCIAL,Aaftab Amin Poonawala,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00163,SOCIAL,Sneha Roy,+919811556677,,,,,122.161.45.89,,,+919811556677,,,
REC-00164,SOCIAL,Aaftab Amin Poonawala,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00165,KYC,Aaftab Amin Poonawala,+919872110011,,,HDFC-AAFTAB-9921,,,,,+919872110011,PAN-AAP941127K,aaftab.poonawala@mail.test,
REC-00166,KYC,Aaftab Poonawala,+919872110011,,,PAYTM-AAFTAB-001,,,,,+919872110011,AADHAAR-882199014412,aaftab.p@cloudmail.test,
REC-00167,KYC,Shraddha Walkar,+919988220022,,,ICICI-SHRADDHA-4412,,,,,+919988220022,PAN-SW951216M,shraddha.walkar@mail.test,
REC-00168,KYC,Shraddha Vikas Walkar,+919988220022,,,ICICI-SHRADDHA-4412,,,,,+919988220022,AADHAAR-991244018823,shraddha.v.walkar@mail.test,
REC-00169,KYC,Laxman Nadar,+919820334455,,,SBI-LAXMAN-1102,,,,,+919820334455,PAN-LN950412R,laxman.nadar@mail.test,
REC-00170,KYC,Sneha Roy,+919811556677,,,AXIS-SNEHA-7788,,,,,+919811556677,PAN-SR930819P,sneha.roy.psych@mail.test,
REC-00171,KYC,Tilak Raj Sharma,+919810889900,,,PNB-TILAK-3301,,,,,+919810889900,GSTIN-07AABCT1234F1Z5,tilakelectronics.delhi@mail.test,
REC-00177,BANKING,Shraddha Walkar,,,,ICICI-SHRADDHA-4412,,,,,,,,
REC-00178,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00179,BANKING,Shraddha Walkar,,,,ICICI-SHRADDHA-4412,,,,,,,,
REC-00180,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00181,BANKING,Shraddha Walkar,,,,ICICI-SHRADDHA-4412,,,,,,,,
REC-00182,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00183,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00184,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00185,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00186,BANKING,Shraddha Walkar,,,,ICICI-SHRADDHA-4412,,,,,,,,
REC-00187,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00188,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00189,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00190,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00191,BANKING,Aaftab Amin Poonawala,,,,HDFC-AAFTAB-9921,,,,,,,,
REC-00192,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00193,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00194,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00195,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00196,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00197,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00198,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00199,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00200,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00201,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00202,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00203,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00204,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00205,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00206,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00207,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00208,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00209,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00210,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00211,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00212,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00213,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00214,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00215,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00216,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00217,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00218,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00219,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00220,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00221,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00222,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00223,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00224,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00225,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00226,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00227,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00228,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00229,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00230,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00231,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00232,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00233,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00234,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00235,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00236,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00237,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00238,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00239,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00240,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00241,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00242,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
REC-00243,NETWORK,,+919988220022,,,,,103.15.24.88,,,+919988220022,,,
REC-00244,NETWORK,,+919872110011,,,,,103.15.24.88,,,+919872110011,,,
